Country	Date	cases	deaths	Cumulative_number_for_14_days_of_COVID-19_cases_per_100000	ID
Rwanda	10/24/20	35	0	1.28297137	Q1037
Rwanda	10/23/20	5	0	1.04538408	Q1037
Rwanda	10/22/20	15	0	1.02162535	Q1037
Rwanda	10/21/20	5	0	0.98202747	Q1037
Rwanda	10/20/20	18	0	0.98994705	Q1037
Rwanda	10/19/20	3	0	0.85531425	Q1037
Rwanda	10/18/20	6	0	0.94242959	Q1037
Rwanda	10/17/20	12	1	0.93451001	Q1037
Rwanda	10/16/20	13	0	0.8711534	Q1037
Rwanda	10/15/20	32	1	0.79195764	Q1037
Rwanda	10/14/20	3	0	0.5702095	Q1037
Rwanda	10/13/20	9	1	0.57812908	Q1037
Rwanda	10/12/20	4	1	0.60188781	Q1037
Rwanda	10/11/20	2	0	0.64148569	Q1037
Rwanda	10/10/20	5	1	0.72860103	Q1037
Rwanda	10/09/20	2	0	0.76027933	Q1037
Rwanda	10/08/20	10	0	0.82363594	Q1037
Rwanda	10/07/20	6	0	1.06914281	Q1037
Rwanda	10/06/20	1	0	1.14833858	Q1037
Rwanda	10/05/20	14	0	1.22753434	Q1037
Rwanda	10/04/20	5	0	1.29089095	Q1037
Rwanda	10/03/20	4	0	1.39384544	Q1037
Rwanda	10/02/20	3	0	1.50471951	Q1037
Rwanda	10/01/20	4	0	1.63143274	Q1037
Rwanda	09/30/20	4	0	1.67895019	Q1037
Rwanda	09/29/20	12	0	1.82150257	Q1037
Rwanda	09/28/20	9	0	1.81358299	Q1037
Rwanda	09/27/20	13	0	1.94821579	Q1037
Rwanda	09/26/20	9	2	2.09076817	Q1037
Rwanda	09/25/20	10	0	2.45506868	Q1037
Rwanda	09/24/20	41	0	2.52634487	Q1037
Rwanda	09/23/20	16	0	2.36795334	Q1037
Rwanda	09/22/20	11	1	2.47882741	Q1037
Rwanda	09/21/20	22	0	2.66889724	Q1037
Rwanda	09/20/20	18	1	2.69265597	Q1037
Rwanda	09/19/20	18	2	2.90648453	Q1037
Rwanda	09/18/20	19	1	3.1519914	Q1037
Rwanda	09/17/20	10	0	3.29454378	Q1037
Rwanda	09/16/20	22	0	3.81723582	Q1037
Rwanda	09/15/20	11	0	4.26865167	Q1037
Rwanda	09/14/20	26	0	4.52207812	Q1037
Rwanda	09/13/20	31	0	5.71793415	Q1037
Rwanda	09/12/20	55	0	6.2723045	Q1037
Rwanda	09/11/20	19	1	6.39109814	Q1037
Rwanda	09/10/20	21	1	6.61284628	Q1037
Rwanda	09/09/20	30	1	7.1434579	Q1037
Rwanda	09/08/20	35	0	8.73529275	Q1037
Rwanda	09/07/20	25	1	10.17665565	Q1037
Rwanda	09/06/20	45	0	11.56258152	Q1037
Rwanda	09/05/20	49	0	12.06943441	Q1037
Rwanda	09/04/20	37	1	12.18030848	Q1037
Rwanda	09/03/20	76	1	12.46541323	Q1037
Rwanda	09/02/20	79	0	12.39413704	Q1037
Rwanda	09/01/20	43	0	12.06151483	Q1037
Rwanda	08/31/20	177	0	12.4099762	Q1037
Rwanda	08/30/20	101	0	11.80808839	Q1037
Rwanda	08/29/20	70	1	11.47546618	Q1037
Rwanda	08/28/20	47	0	11.65761644	Q1037
Rwanda	08/27/20	88	0	11.37251169	Q1037
Rwanda	08/26/20	231	1	10.81814134	Q1037
Rwanda	08/25/20	217	2	9.13919115	Q1037
Rwanda	08/24/20	200	1	7.51567799	Q1037
Rwanda	08/23/20	109	0	5.97928017	Q1037
Rwanda	08/22/20	63	0	5.1635638	Q1037
Rwanda	08/21/20	73	1	4.79926329	Q1037
Rwanda	08/20/20	67	0	4.27657125	Q1037
Rwanda	08/19/20	37	2	3.78555751	Q1037
Rwanda	08/18/20	87	0	3.54797022	Q1037
Rwanda	08/17/20	101	0	3.09655437	Q1037
Rwanda	08/16/20	59	0	2.45506868	Q1037
Rwanda	08/15/20	93	0	2.1462052000000003	Q1037
Rwanda	08/14/20	11	0	1.63143274	Q1037
Rwanda	08/13/20	18	1	2.00365283	Q1037
Rwanda	08/12/20	19	0	1.94029621	Q1037
Rwanda	08/11/20	12	0	2.16204435	Q1037
Rwanda	08/10/20	6	1	2.52634487	Q1037
Rwanda	08/09/20	6	1	3.02527818	Q1037
Rwanda	08/08/20	17	0	3.15991098	Q1037
Rwanda	08/07/20	7	0	3.17575013	Q1037
Rwanda	08/06/20	5	0	3.2866242	Q1037
Rwanda	08/05/20	7	0	3.51629191	Q1037
Rwanda	08/04/20	30	0	3.66676387	Q1037
Rwanda	08/03/20	20	0	3.80139666	Q1037
Rwanda	08/02/20	20	0	3.98354692	Q1037
Rwanda	08/01/20	28	0	4.25281252	Q1037
Rwanda	07/31/20	58	0	4.1260993	Q1037
Rwanda	07/30/20	10	0	3.96770777	Q1037
Rwanda	07/29/20	47	0	4.03898396	Q1037
Rwanda	07/28/20	58	0	3.96770777	Q1037
Rwanda	07/27/20	69	0	3.83307497	Q1037
Rwanda	07/26/20	23	0	3.5875681000000004	Q1037
Rwanda	07/25/20	19	0	3.77763794	Q1037
Rwanda	07/24/20	21	0	3.95978819	Q1037
Rwanda	07/23/20	34	0	3.92019031	Q1037
Rwanda	07/22/20	26	0	3.82515539	Q1037
Rwanda	07/21/20	47	0	4.08650141	Q1037
Rwanda	07/20/20	43	0	3.77763794	Q1037
Rwanda	07/19/20	54	1	3.54005064	Q1037
Rwanda	07/18/20	12	0	3.19950886	Q1037
Rwanda	07/17/20	38	0	3.24702632	Q1037
Rwanda	07/16/20	19	0	3.11239352	Q1037
Rwanda	07/15/20	38	0	3.09655437	Q1037
Rwanda	07/14/20	41	0	2.9856803	Q1037
Rwanda	07/13/20	38	0	3.46085488	Q1037
Rwanda	07/12/20	47	1	3.33414166	Q1037
Rwanda	07/11/20	42	0	3.1203131	Q1037
Rwanda	07/10/20	16	0	2.8510475	Q1037
Rwanda	07/09/20	22	0	2.8827258	Q1037
Rwanda	07/08/20	59	0	2.96192157	Q1037
Rwanda	07/07/20	8	0	2.5817819	Q1037
Rwanda	07/06/20	13	0	2.9856803	Q1037
Rwanda	07/05/20	11	0	3.08863479	Q1037
Rwanda	07/04/20	18	0	3.32622208	Q1037
Rwanda	07/03/20	21	0	3.30246335	Q1037
Rwanda	07/02/20	17	1	3.19158928	Q1037
Rwanda	07/01/20	24	0	3.08071521	Q1037
Rwanda	06/30/20	101	0	3.08071521	Q1037
Rwanda	06/29/20	22	0	2.51842529	Q1037
Rwanda	06/28/20	20	0	2.66889724	Q1037
Rwanda	06/27/20	8	0	2.75601258	Q1037
Rwanda	06/26/20	20	0	2.81936919	Q1037
Rwanda	06/25/20	32	0	2.80353004	Q1037
Rwanda	06/24/20	11	0	2.65305809	Q1037
Rwanda	06/23/20	59	0	2.66097767	Q1037
Rwanda	06/22/20	26	0	2.28875758	Q1037
Rwanda	06/21/20	41	0	2.1462052000000003	Q1037
Rwanda	06/20/20	15	0	1.90861791	Q1037
Rwanda	06/19/20	7	0	1.86902003	Q1037
Rwanda	06/18/20	3	0	1.91653749	Q1037
Rwanda	06/17/20	24	0	1.99573325	Q1037
Rwanda	06/16/20	30	0	1.86110045	Q1037
Rwanda	06/15/20	41	0	1.67895019	Q1037
Rwanda	06/14/20	31	0	1.4413629	Q1037
Rwanda	06/13/20	16	0	1.22753434	Q1037
Rwanda	06/12/20	18	0	1.14833858	Q1037
Rwanda	06/11/20	13	0	1.02954493	Q1037
Rwanda	06/10/20	12	0	0.98202747	Q1037
Rwanda	06/09/20	12	0	0.91075128	Q1037
Rwanda	06/08/20	8	0	0.88699256	Q1037
Rwanda	06/07/20	11	0	0.8394751	Q1037
Rwanda	06/06/20	10	0	0.78403806	Q1037
Rwanda	06/05/20	13	0	0.71276187	Q1037
Rwanda	06/04/20	13	0	0.65732484	Q1037
Rwanda	06/03/20	7	1	0.60188781	Q1037
Rwanda	06/02/20	7	0	0.63356611	Q1037
Rwanda	06/01/20	11	0	0.61772696	Q1037
Rwanda	05/31/20	4	1	0.55437035	Q1037
Rwanda	05/30/20	6	0	0.53853119	Q1037
Rwanda	05/29/20	3	0	0.49101374	Q1037
Rwanda	05/28/20	7	0	0.46725501	Q1037
Rwanda	05/27/20	3	0	0.41973755	Q1037
Rwanda	05/26/20	9	0	0.4038984000000001	Q1037
Rwanda	05/25/20	2	0	0.34054178	Q1037
Rwanda	05/24/20	4	0	0.35638094	Q1037
Rwanda	05/23/20	1	0	0.38013967	Q1037
Rwanda	05/22/20	6	0	0.38805924	Q1037
Rwanda	05/21/20	6	0	0.36430051	Q1037
Rwanda	05/20/20	11	0	0.37222009	Q1037
Rwanda	05/19/20	5	0	0.28510475	Q1037
Rwanda	05/18/20	3	0	0.26134602	Q1037
Rwanda	05/17/20	2	0	0.2692656	Q1037
Rwanda	05/16/20	0	0	0.30094390000000004	Q1037
Rwanda	05/15/20	0	0	0.34846136	Q1037
Rwanda	05/14/20	1	0	0.49101374	Q1037
Rwanda	05/13/20	1	0	0.58604865	Q1037
Rwanda	05/12/20	1	0	0.61772696	Q1037
Rwanda	05/11/20	4	0	0.7365206	Q1037
Rwanda	05/10/20	7	0	0.76819891	Q1037
Rwanda	05/09/20	2	0	0.76819891	Q1037
Rwanda	05/08/20	3	0	0.92659044	Q1037
Rwanda	05/07/20	7	0	0.91075128	Q1037
Rwanda	05/06/20	0	0	0.87907298	Q1037
Rwanda	05/05/20	2	0	0.90283171	Q1037
Rwanda	05/04/20	4	0	0.88699256	Q1037
Rwanda	05/03/20	6	0	0.87907298	Q1037
Rwanda	05/02/20	6	0	0.8394751	Q1037
Rwanda	05/01/20	18	0	0.83155552	Q1037
Rwanda	04/30/20	13	0	0.7048423	Q1037
Rwanda	04/29/20	5	0	0.61772696	Q1037
Rwanda	04/28/20	16	0	0.63356611	Q1037
Rwanda	04/27/20	8	0	0.51477247	Q1037
Rwanda	04/26/20	7	0	0.49893331	Q1037
Rwanda	04/25/20	22	0	0.45933543	Q1037
Rwanda	04/24/20	1	0	0.32470263	Q1037
Rwanda	04/23/20	3	0	0.34054178	Q1037
Rwanda	04/22/20	3	0	0.35638094	Q1037
Rwanda	04/21/20	0	0	0.33262221	Q1037
Rwanda	04/20/20	3	0	0.34054178	Q1037
Rwanda	04/19/20	1	0	0.33262221	Q1037
Rwanda	04/18/20	5	0	0.42765712	Q1037
Rwanda	04/17/20	2	0	0.44349628	Q1037
Rwanda	04/16/20	2	0	0.42765712	Q1037
Rwanda	04/15/20	7	0	0.46725501	Q1037
Rwanda	04/14/20	1	0	0.45141585	Q1037
Rwanda	04/13/20	6	0	0.44349628	Q1037
Rwanda	04/12/20	2	0	0.47517458	Q1037
Rwanda	04/11/20	5	0	0.50685289	Q1037
Rwanda	04/10/20	3	0	0.49893331	Q1037
Rwanda	04/09/20	5	0	0.54645077	Q1037
Rwanda	04/08/20	0	0	0.51477247	Q1037
Rwanda	04/07/20	1	0	0.54645077	Q1037
Rwanda	04/06/20	2	0	0.67316399	Q1037
Rwanda	04/05/20	13	0	0.67316399	Q1037
Rwanda	04/04/20	7	0	0.5702095	Q1037
Rwanda	04/03/20	0	0	0.56228992	Q1037
Rwanda	04/02/20	7	0	0.56228992	Q1037
Rwanda	04/01/20	5	0	0.53853119	Q1037
Rwanda	03/31/20	0	0	0.51477247	Q1037
Rwanda	03/30/20	10	0	0.51477247	Q1037
Rwanda	03/29/20	6	0	0.46725501	Q1037
Rwanda	03/28/20	4	0	0.42765712	Q1037
Rwanda	03/27/20	9	0		Q1037
Rwanda	03/26/20	1	0		Q1037
Rwanda	03/25/20	4	0		Q1037
Rwanda	03/24/20	17	0		Q1037
Rwanda	03/23/20	2	0		Q1037
Rwanda	03/22/20	0	0		Q1037
Rwanda	03/21/20	6	0		Q1037
Rwanda	03/20/20	0	0		Q1037
Rwanda	03/19/20	4	0		Q1037
Rwanda	03/18/20	2	0		Q1037
Rwanda	03/17/20	0	0		Q1037
Rwanda	03/16/20	4	0		Q1037
Rwanda	03/15/20	1	0		Q1037
Saint Kitts and Nevis	10/28/20	0	0	0.0	Q763
Saint Kitts and Nevis	10/27/20	0	0	0.0	Q763
Saint Kitts and Nevis	10/26/20	0	0	0.0	Q763
Saint Kitts and Nevis	10/25/20	0	0	0.0	Q763
Saint Kitts and Nevis	10/24/20	0	0	0.0	Q763
Saint Kitts and Nevis	10/23/20	0	0	0.0	Q763
Saint Kitts and Nevis	10/22/20	0	0	0.0	Q763
Saint Kitts and Nevis	10/21/20	0	0	0.0	Q763
Saint Kitts and Nevis	10/20/20	0	0	0.0	Q763
Saint Kitts and Nevis	10/19/20	0	0	0.0	Q763
Saint Kitts and Nevis	10/18/20	0	0	0.0	Q763
Saint Kitts and Nevis	10/17/20	0	0	0.0	Q763
Saint Kitts and Nevis	10/16/20	0	0	0.0	Q763
Saint Kitts and Nevis	10/15/20	0	0	0.0	Q763
Saint Kitts and Nevis	10/14/20	0	0	0.0	Q763
Saint Kitts and Nevis	10/13/20	0	0	0.0	Q763
Saint Kitts and Nevis	10/12/20	0	0	0.0	Q763
Saint Kitts and Nevis	10/11/20	0	0	0.0	Q763
Saint Kitts and Nevis	10/10/20	0	0	0.0	Q763
Saint Kitts and Nevis	10/09/20	0	0	0.0	Q763
Saint Kitts and Nevis	10/08/20	0	0	0.0	Q763
Saint Kitts and Nevis	10/07/20	0	0	0.0	Q763
Saint Kitts and Nevis	10/06/20	0	0	0.0	Q763
Saint Kitts and Nevis	10/05/20	0	0	3.78544119	Q763
Saint Kitts and Nevis	10/04/20	0	0	3.78544119	Q763
Saint Kitts and Nevis	10/03/20	0	0	3.78544119	Q763
Saint Kitts and Nevis	10/02/20	0	0	3.78544119	Q763
Saint Kitts and Nevis	10/01/20	0	0	3.78544119	Q763
Saint Kitts and Nevis	09/30/20	0	0	3.78544119	Q763
Saint Kitts and Nevis	09/29/20	0	0	3.78544119	Q763
Saint Kitts and Nevis	09/28/20	0	0	3.78544119	Q763
Saint Kitts and Nevis	09/27/20	0	0	3.78544119	Q763
Saint Kitts and Nevis	09/26/20	0	0	3.78544119	Q763
Saint Kitts and Nevis	09/25/20	0	0	3.78544119	Q763
Saint Kitts and Nevis	09/24/20	0	0	3.78544119	Q763
Saint Kitts and Nevis	09/23/20	0	0	3.78544119	Q763
Saint Kitts and Nevis	09/22/20	2	0	3.78544119	Q763
Saint Kitts and Nevis	09/21/20	0	0	0.0	Q763
Saint Kitts and Nevis	09/20/20	0	0	0.0	Q763
Saint Kitts and Nevis	09/19/20	0	0	0.0	Q763
Saint Kitts and Nevis	09/18/20	0	0	0.0	Q763
Saint Kitts and Nevis	09/17/20	0	0	0.0	Q763
Saint Kitts and Nevis	09/16/20	0	0	0.0	Q763
Saint Kitts and Nevis	09/15/20	0	0	0.0	Q763
Saint Kitts and Nevis	09/14/20	0	0	0.0	Q763
Saint Kitts and Nevis	09/13/20	0	0	0.0	Q763
Saint Kitts and Nevis	09/12/20	0	0	0.0	Q763
Saint Kitts and Nevis	09/11/20	0	0	0.0	Q763
Saint Kitts and Nevis	09/10/20	0	0	0.0	Q763
Saint Kitts and Nevis	09/09/20	0	0	0.0	Q763
Saint Kitts and Nevis	09/08/20	0	0	0.0	Q763
Saint Kitts and Nevis	09/07/20	0	0	0.0	Q763
Saint Kitts and Nevis	09/06/20	0	0	0.0	Q763
Saint Kitts and Nevis	09/05/20	0	0	0.0	Q763
Saint Kitts and Nevis	09/04/20	0	0	0.0	Q763
Saint Kitts and Nevis	09/03/20	0	0	0.0	Q763
Saint Kitts and Nevis	09/02/20	0	0	0.0	Q763
Saint Kitts and Nevis	09/01/20	0	0	0.0	Q763
Saint Kitts and Nevis	08/31/20	0	0	0.0	Q763
Saint Kitts and Nevis	08/30/20	0	0	0.0	Q763
Saint Kitts and Nevis	08/29/20	0	0	0.0	Q763
Saint Kitts and Nevis	08/28/20	0	0	0.0	Q763
Saint Kitts and Nevis	08/27/20	0	0	0.0	Q763
Saint Kitts and Nevis	08/26/20	0	0	0.0	Q763
Saint Kitts and Nevis	08/25/20	0	0	0.0	Q763
Saint Kitts and Nevis	08/24/20	0	0	0.0	Q763
Saint Kitts and Nevis	08/23/20	0	0	0.0	Q763
Saint Kitts and Nevis	08/22/20	0	0	0.0	Q763
Saint Kitts and Nevis	08/21/20	0	0	0.0	Q763
Saint Kitts and Nevis	08/20/20	0	0	0.0	Q763
Saint Kitts and Nevis	08/19/20	0	0	0.0	Q763
Saint Kitts and Nevis	08/18/20	0	0	0.0	Q763
Saint Kitts and Nevis	08/17/20	0	0	0.0	Q763
Saint Kitts and Nevis	08/16/20	0	0	0.0	Q763
Saint Kitts and Nevis	08/15/20	0	0	0.0	Q763
Saint Kitts and Nevis	08/14/20	0	0	0.0	Q763
Saint Kitts and Nevis	08/13/20	0	0	0.0	Q763
Saint Kitts and Nevis	08/12/20	0	0	0.0	Q763
Saint Kitts and Nevis	08/11/20	0	0	0.0	Q763
Saint Kitts and Nevis	08/10/20	0	0	0.0	Q763
Saint Kitts and Nevis	08/09/20	0	0	0.0	Q763
Saint Kitts and Nevis	08/08/20	0	0	0.0	Q763
Saint Kitts and Nevis	08/07/20	0	0	0.0	Q763
Saint Kitts and Nevis	08/06/20	0	0	0.0	Q763
Saint Kitts and Nevis	08/05/20	0	0	0.0	Q763
Saint Kitts and Nevis	08/04/20	0	0	0.0	Q763
Saint Kitts and Nevis	08/03/20	0	0	0.0	Q763
Saint Kitts and Nevis	08/02/20	0	0	0.0	Q763
Saint Kitts and Nevis	08/01/20	0	0	0.0	Q763
Saint Kitts and Nevis	07/31/20	0	0	0.0	Q763
Saint Kitts and Nevis	07/30/20	0	0	0.0	Q763
Saint Kitts and Nevis	07/29/20	0	0	0.0	Q763
Saint Kitts and Nevis	07/28/20	0	0	0.0	Q763
Saint Kitts and Nevis	07/27/20	0	0	0.0	Q763
Saint Kitts and Nevis	07/26/20	0	0	0.0	Q763
Saint Kitts and Nevis	07/25/20	0	0	0.0	Q763
Saint Kitts and Nevis	07/24/20	0	0	1.8927206	Q763
Saint Kitts and Nevis	07/23/20	0	0	1.8927206	Q763
Saint Kitts and Nevis	07/22/20	0	0	1.8927206	Q763
Saint Kitts and Nevis	07/21/20	0	0	1.8927206	Q763
Saint Kitts and Nevis	07/20/20	0	0	1.8927206	Q763
Saint Kitts and Nevis	07/19/20	0	0	1.8927206	Q763
Saint Kitts and Nevis	07/18/20	0	0	3.78544119	Q763
Saint Kitts and Nevis	07/17/20	0	0	3.78544119	Q763
Saint Kitts and Nevis	07/16/20	0	0	3.78544119	Q763
Saint Kitts and Nevis	07/15/20	0	0	3.78544119	Q763
Saint Kitts and Nevis	07/14/20	0	0	3.78544119	Q763
Saint Kitts and Nevis	07/13/20	0	0	3.78544119	Q763
Saint Kitts and Nevis	07/12/20	0	0	3.78544119	Q763
Saint Kitts and Nevis	07/11/20	1	0	3.78544119	Q763
Saint Kitts and Nevis	07/10/20	0	0	1.8927206	Q763
Saint Kitts and Nevis	07/09/20	0	0	1.8927206	Q763
Saint Kitts and Nevis	07/08/20	0	0	1.8927206	Q763
Saint Kitts and Nevis	07/07/20	0	0	1.8927206	Q763
Saint Kitts and Nevis	07/06/20	0	0	1.8927206	Q763
Saint Kitts and Nevis	07/05/20	1	0	1.8927206	Q763
Saint Kitts and Nevis	07/04/20	0	0	0.0	Q763
Saint Kitts and Nevis	07/03/20	0	0	0.0	Q763
Saint Kitts and Nevis	07/02/20	0	0	0.0	Q763
Saint Kitts and Nevis	07/01/20	0	0	0.0	Q763
Saint Kitts and Nevis	06/30/20	0	0	0.0	Q763
Saint Kitts and Nevis	06/29/20	0	0	0.0	Q763
Saint Kitts and Nevis	06/28/20	0	0	0.0	Q763
Saint Kitts and Nevis	06/27/20	0	0	0.0	Q763
Saint Kitts and Nevis	06/26/20	0	0	0.0	Q763
Saint Kitts and Nevis	06/25/20	0	0	0.0	Q763
Saint Kitts and Nevis	06/24/20	0	0	0.0	Q763
Saint Kitts and Nevis	06/23/20	0	0	0.0	Q763
Saint Kitts and Nevis	06/22/20	0	0	0.0	Q763
Saint Kitts and Nevis	06/21/20	0	0	0.0	Q763
Saint Kitts and Nevis	06/20/20	0	0	0.0	Q763
Saint Kitts and Nevis	06/19/20	0	0	0.0	Q763
Saint Kitts and Nevis	06/18/20	0	0	0.0	Q763
Saint Kitts and Nevis	06/17/20	0	0	0.0	Q763
Saint Kitts and Nevis	06/16/20	0	0	0.0	Q763
Saint Kitts and Nevis	06/15/20	0	0	0.0	Q763
Saint Kitts and Nevis	06/14/20	0	0	0.0	Q763
Saint Kitts and Nevis	06/13/20	0	0	0.0	Q763
Saint Kitts and Nevis	06/12/20	0	0	0.0	Q763
Saint Kitts and Nevis	06/11/20	0	0	0.0	Q763
Saint Kitts and Nevis	06/10/20	0	0	0.0	Q763
Saint Kitts and Nevis	06/09/20	0	0	0.0	Q763
Saint Kitts and Nevis	06/08/20	0	0	0.0	Q763
Saint Kitts and Nevis	06/07/20	0	0	0.0	Q763
Saint Kitts and Nevis	06/06/20	0	0	0.0	Q763
Saint Kitts and Nevis	06/05/20	0	0	0.0	Q763
Saint Kitts and Nevis	06/04/20	0	0	0.0	Q763
Saint Kitts and Nevis	06/03/20	0	0	0.0	Q763
Saint Kitts and Nevis	06/02/20	0	0	0.0	Q763
Saint Kitts and Nevis	06/01/20	0	0	0.0	Q763
Saint Kitts and Nevis	05/31/20	0	0	0.0	Q763
Saint Kitts and Nevis	05/30/20	0	0	0.0	Q763
Saint Kitts and Nevis	05/29/20	0	0	0.0	Q763
Saint Kitts and Nevis	05/28/20	0	0	0.0	Q763
Saint Kitts and Nevis	05/27/20	0	0	0.0	Q763
Saint Kitts and Nevis	05/26/20	0	0	0.0	Q763
Saint Kitts and Nevis	05/25/20	0	0	0.0	Q763
Saint Kitts and Nevis	05/24/20	0	0	0.0	Q763
Saint Kitts and Nevis	05/23/20	0	0	0.0	Q763
Saint Kitts and Nevis	05/22/20	0	0	0.0	Q763
Saint Kitts and Nevis	05/21/20	0	0	0.0	Q763
Saint Kitts and Nevis	05/20/20	0	0	0.0	Q763
Saint Kitts and Nevis	05/19/20	0	0	0.0	Q763
Saint Kitts and Nevis	05/18/20	0	0	0.0	Q763
Saint Kitts and Nevis	05/17/20	0	0	0.0	Q763
Saint Kitts and Nevis	05/16/20	0	0	0.0	Q763
Saint Kitts and Nevis	05/15/20	0	0	0.0	Q763
Saint Kitts and Nevis	05/14/20	0	0	0.0	Q763
Saint Kitts and Nevis	05/13/20	0	0	0.0	Q763
Saint Kitts and Nevis	05/12/20	0	0	0.0	Q763
Saint Kitts and Nevis	05/11/20	0	0	0.0	Q763
Saint Kitts and Nevis	05/10/20	0	0	0.0	Q763
Saint Kitts and Nevis	05/09/20	0	0	0.0	Q763
Saint Kitts and Nevis	05/08/20	0	0	0.0	Q763
Saint Kitts and Nevis	05/07/20	0	0	0.0	Q763
Saint Kitts and Nevis	05/06/20	0	0	0.0	Q763
Saint Kitts and Nevis	05/05/20	0	0	0.0	Q763
Saint Kitts and Nevis	05/04/20	0	0	0.0	Q763
Saint Kitts and Nevis	05/03/20	0	0	1.8927206	Q763
Saint Kitts and Nevis	05/02/20	0	0	1.8927206	Q763
Saint Kitts and Nevis	05/01/20	0	0	1.8927206	Q763
Saint Kitts and Nevis	04/30/20	0	0	1.8927206	Q763
Saint Kitts and Nevis	04/29/20	0	0	1.8927206	Q763
Saint Kitts and Nevis	04/28/20	0	0	5.67816179	Q763
Saint Kitts and Nevis	04/27/20	0	0	5.67816179	Q763
Saint Kitts and Nevis	04/26/20	0	0	5.67816179	Q763
Saint Kitts and Nevis	04/25/20	0	0	5.67816179	Q763
Saint Kitts and Nevis	04/24/20	0	0	7.57088239	Q763
Saint Kitts and Nevis	04/23/20	0	0	7.57088239	Q763
Saint Kitts and Nevis	04/22/20	0	0	7.57088239	Q763
Saint Kitts and Nevis	04/21/20	0	0	7.57088239	Q763
Saint Kitts and Nevis	04/20/20	1	0	9.46360298	Q763
Saint Kitts and Nevis	04/19/20	0	0	7.57088239	Q763
Saint Kitts and Nevis	04/18/20	0	0	9.46360298	Q763
Saint Kitts and Nevis	04/17/20	0	0	11.35632358	Q763
Saint Kitts and Nevis	04/16/20	0	0	11.35632358	Q763
Saint Kitts and Nevis	04/15/20	2	0	11.35632358	Q763
Saint Kitts and Nevis	04/14/20	0	0	9.46360298	Q763
Saint Kitts and Nevis	04/13/20	0	0	9.46360298	Q763
Saint Kitts and Nevis	04/12/20	0	0	18.92720597	Q763
Saint Kitts and Nevis	04/11/20	1	0	18.92720597	Q763
Saint Kitts and Nevis	04/10/20	0	0	17.03448537	Q763
Saint Kitts and Nevis	04/09/20	0	0	17.03448537	Q763
Saint Kitts and Nevis	04/08/20	0	0	20.81992656	Q763
Saint Kitts and Nevis	04/07/20	1	0		Q763
Saint Kitts and Nevis	04/06/20	0	0		Q763
Saint Kitts and Nevis	04/05/20	1	0		Q763
Saint Kitts and Nevis	04/04/20	1	0		Q763
Saint Kitts and Nevis	04/03/20	0	0		Q763
Saint Kitts and Nevis	04/02/20	0	0		Q763
Saint Kitts and Nevis	04/01/20	1	0		Q763
Saint Kitts and Nevis	03/31/20	0	0		Q763
Saint Kitts and Nevis	03/30/20	5	0		Q763
Saint Kitts and Nevis	03/29/20	0	0		Q763
Saint Kitts and Nevis	03/28/20	0	0		Q763
Saint Kitts and Nevis	03/27/20	0	0		Q763
Saint Kitts and Nevis	03/26/20	2	0		Q763
Saint Lucia	10/28/20	0	0	18.60007112	Q760
Saint Lucia	10/27/20	9	0	18.60007112	Q760
Saint Lucia	10/26/20	2	0	13.67652288	Q760
Saint Lucia	10/25/20	4	0	12.58240105	Q760
Saint Lucia	10/24/20	6	0	10.9412183	Q760
Saint Lucia	10/23/20	3	0	7.65885281	Q760
Saint Lucia	10/22/20	3	0	6.01767007	Q760
Saint Lucia	10/21/20	0	0	4.92354824	Q760
Saint Lucia	10/20/20	3	0	4.92354824	Q760
Saint Lucia	10/19/20	0	0	3.28236549	Q760
Saint Lucia	10/18/20	1	0	3.28236549	Q760
Saint Lucia	10/17/20	1	0	2.73530458	Q760
Saint Lucia	10/16/20	0	0	2.18824366	Q760
Saint Lucia	10/15/20	2	0	2.18824366	Q760
Saint Lucia	10/14/20	0	0	1.09412183	Q760
Saint Lucia	10/13/20	0	0	1.09412183	Q760
Saint Lucia	10/12/20	0	0	1.09412183	Q760
Saint Lucia	10/11/20	1	0	1.09412183	Q760
Saint Lucia	10/10/20	0	0	0.54706092	Q760
Saint Lucia	10/09/20	0	0	0.54706092	Q760
Saint Lucia	10/08/20	1	0	0.54706092	Q760
Saint Lucia	10/07/20	0	0	0.0	Q760
Saint Lucia	10/06/20	0	0	0.0	Q760
Saint Lucia	10/05/20	0	0	0.0	Q760
Saint Lucia	10/04/20	0	0	0.0	Q760
Saint Lucia	10/03/20	0	0	0.0	Q760
Saint Lucia	10/02/20	0	0	0.0	Q760
Saint Lucia	10/01/20	0	0	0.0	Q760
Saint Lucia	09/30/20	0	0	0.0	Q760
Saint Lucia	09/29/20	0	0	0.0	Q760
Saint Lucia	09/28/20	0	0	0.0	Q760
Saint Lucia	09/27/20	0	0	0.0	Q760
Saint Lucia	09/26/20	0	0	0.0	Q760
Saint Lucia	09/25/20	0	0	0.0	Q760
Saint Lucia	09/24/20	0	0	0.0	Q760
Saint Lucia	09/23/20	0	0	0.54706092	Q760
Saint Lucia	09/22/20	0	0	0.54706092	Q760
Saint Lucia	09/21/20	0	0	0.54706092	Q760
Saint Lucia	09/20/20	0	0	0.54706092	Q760
Saint Lucia	09/19/20	0	0	0.54706092	Q760
Saint Lucia	09/18/20	0	0	0.54706092	Q760
Saint Lucia	09/17/20	0	0	0.54706092	Q760
